,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price_scaled
1787,Maruti SX4 Zxi BSIII,2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,12.611541086966115
1788,Maruti SX4 Vxi BSIII,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586.0,104.68,5.0,11.918397239722838
1789,Maruti SX4 Vxi BSIII,2009,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586.0,104.68,5.0,12.429220196836383
1790,Nissan Kicks XV BSIV,2019,950000,11533,Petrol,Trustmark Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,13.76421831620775
1791,Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,13.664688831019712
1793,Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Individual,Automatic,First Owner,14.99,1498.0,104.5,5.0,13.710151153416941
1794,Chevrolet Optra 1.6 LT Royale,2006,190000,94000,Petrol,Individual,Manual,Second Owner,17.4,1599.0,104.0,5.0,12.154784614286667
1795,Volkswagen Vento Diesel Highline,2013,450000,170000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,13.017005083966255
1796,Volkswagen Vento Diesel Highline,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.611541086966115
1797,Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.429220196836383
1798,Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,13.017005083966255
1799,Volkswagen Vento Diesel Highline,2011,300000,72000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.611541086966115
1800,Volkswagen Vento Diesel Highline,2012,350000,40000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.765691290604371
1801,Volkswagen Vento Diesel Highline,2011,375000,69000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.834683971615659
1802,Volkswagen Vento Diesel Comfortline,2011,260000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,12.468440756144114
1803,Volkswagen Vento Diesel Highline,2013,330000,100000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,12.706850963741102
1804,Volkswagen Vento Diesel Highline,2012,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.834683971615659
1805,Volkswagen Vento Diesel Highline,2011,350000,110000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.765691290604371
1806,Volkswagen Vento Diesel Highline,2013,400000,120000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.899222326086994
1807,Volkswagen Vento Diesel Highline,2012,361000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.796636007394284
1808,Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,12.54254845357358
1809,Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,12.611541086966115
1810,Volkswagen Vento Diesel Highline,2012,335000,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.721888795877375
1811,Volkswagen Vento Diesel Highline,2013,350000,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.765691290604371
1812,Volkswagen Vento Diesel Highline,2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.73670383776449
1813,Volkswagen Vento Diesel Highline,2012,300000,150000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.611541086966115
1814,Volkswagen Vento Diesel Highline,2011,370000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.821260987319457
1815,Volkswagen Vento Diesel Comfortline,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.899222326086994
1816,Volkswagen Vento Konekt Diesel Highline,2014,575000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,13.26212705890841
1817,Volkswagen Vento Diesel Highline,2011,275000,125000,Diesel,Individual,Manual,Fourth & Above Owner,20.54,1598.0,103.6,5.0,12.524530013005734
1818,Volkswagen Vento Diesel Comfortline,2011,280000,131000,Diesel,Individual,Manual,Fourth & Above Owner,20.54,1598.0,103.6,5.0,12.54254845357358
1819,Volkswagen Vento Diesel Highline,2012,280000,120000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.54254845357358
1820,Volkswagen Vento Diesel Trendline,2011,225000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.323860125621126
1821,Volkswagen Vento Diesel Comfortline,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.611541086966115
1822,Volkswagen Vento Diesel Highline,2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.59473402514672
1823,Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.660331092405906
1824,Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,12.676079399771027
1825,Volkswagen Vento Diesel Comfortline,2011,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.899222326086994
1826,Volkswagen Vento Diesel Highline,2011,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.388398368982115
1827,Volkswagen Vento Diesel Highline,2013,325000,155000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.691583538230217
1828,Volkswagen Vento Diesel Highline,2012,380000,200000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,12.847929163278053
1829,Volkswagen Vento Diesel Comfortline,2011,365000,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598.0,103.6,5.0,12.807655372286902
1830,Volkswagen Polo GT TDI,2012,400000,110000,Diesel,Individual,Manual,Second Owner,19.7,1598.0,103.6,5.0,12.899222326086994
1831,Volkswagen Polo GT TDI,2012,400000,95000,Diesel,Individual,Manual,First Owner,19.7,1598.0,103.6,5.0,12.899222326086994
1832,Volkswagen Polo GT TDI,2014,425000,80000,Diesel,Individual,Manual,Second Owner,15.11,1598.0,103.6,5.0,12.959846800844963
1833,Volkswagen Vento Petrol Highline,2012,535000,12000,Petrol,Dealer,Manual,Second Owner,15.04,1598.0,103.6,5.0,13.190023895035274
1834,Volkswagen Vento Petrol Highline,2011,375000,49000,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0,12.834683971615659
1835,Volkswagen Vento Petrol Highline,2012,360000,60000,Petrol,Individual,Manual,Third Owner,15.04,1598.0,103.6,5.0,12.793862088206213
1836,Volkswagen Vento Petrol Trendline,2011,227000,73840,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0,12.33270970174018
1837,Volkswagen Vento Petrol Highline AT,2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598.0,103.6,5.0,12.429220196836383
1838,Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,Second Owner,21.66,1498.0,103.6,5.0,12.899222326086994
1839,Skoda Rapid 1.5 TDI Ambition Plus,2017,750000,89000,Diesel,Dealer,Manual,First Owner,21.14,1498.0,103.6,5.0,13.527829818844937
1840,Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Dealer,Automatic,Second Owner,17.21,1197.0,103.6,5.0,13.217675375388819
1841,Volkswagen Polo GT TSI,2016,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197.0,103.6,5.0,13.42246945133505
1842,Volkswagen Polo GT TSI,2013,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197.0,103.6,5.0,13.023649611968253
1843,Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,28182,Petrol,Trustmark Dealer,Automatic,First Owner,14.3,1598.0,103.52,5.0,13.42246945133505
1844,Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,13.384729180332174
1846,Skoda Rapid 1.5 TDI AT Style Plus,2017,860000,31000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,13.664688831019712
1847,Skoda Rapid 1.5 TDI AT Ambition,2016,660000,78010,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,13.399996629152975
1848,Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,13.42246945133505
1849,Skoda Rapid 1.5 TDI Ambition,2014,370000,120000,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0,12.821260987319457
1850,Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0,12.611541086966115
1851,Skoda Rapid 1.5 TDI Style Plus Black Package,2016,650000,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498.0,103.52,5.0,13.384729180332174
1852,Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,13.45883704259595
1853,Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,13.321215875492413
1854,Skoda Rapid 1.5 TDI Active,2013,475000,77300,Diesel,Dealer,Manual,First Owner,21.14,1498.0,103.52,5.0,13.07107218827772
1855,Skoda Rapid 1.5 TDI Ambition,2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0,13.369225017834633
1856,Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,90000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0,12.847929163278053
1857,Skoda Rapid 1.6 TDI Ambition,2012,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0,12.577639650232573
1858,Skoda Rapid 1.6 TDI Elegance,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,13.122365377402328
1859,Skoda Rapid 1.6 TDI Ambition Plus,2013,455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,13.02805489573287
1860,Skoda Rapid 1.6 TDI Elegance,2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,12.959846800844963
1861,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,12.847929163278053
1862,Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,12.59473402514672
1864,Skoda Rapid 1.6 TDI Elegance,2011,411000,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598.0,103.5,5.0,12.926350926565435
1865,Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,Petrol,Individual,Manual,Second Owner,15.0,1598.0,103.5,5.0,12.92391243868049
1866,Skoda Rapid 1.6 MPI Elegance,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.5,5.0,12.861001210669146
1867,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,13.377007146164305
1889,Skoda Rapid 1.6 MPI AT Elegance,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0,12.886643575525625
1899,Maruti SX4 Green Vxi (CNG),2010,250000,90000,CNG,Individual,Manual,Second Owner,21.4,1586.0,103.3,5.0,12.429220196836383
1900,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,12.560247968016562
1901,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,12.765691290604371
1902,Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0,12.154784614286667
1903,Maruti SX4 Vxi BSIV,2012,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,12.468440756144114
1904,Maruti SX4 ZXI AT,2011,220000,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586.0,103.3,5.0,12.301387370778713
1905,Maruti SX4 ZXI AT,2011,260000,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586.0,103.3,5.0,12.468440756144114
1906,Maruti SX4 ZXI AT,2009,200000,90000,Petrol,Individual,Automatic,Second Owner,12.6,1586.0,103.3,5.0,12.206077645517674
1907,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,10000,Petrol,Individual,Automatic,First Owner,18.76,1462.0,103.26,5.0,13.510344528022657
1908,Maruti Ciaz Delta BSIV,2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462.0,103.25,5.0,13.384729180332174
1910,Maruti Ciaz Zeta,2018,850000,64000,Petrol,Dealer,Manual,First Owner,20.65,1462.0,103.25,5.0,13.652992804936396
1911,Maruti Ciaz Delta Automatic BSIV,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462.0,103.25,5.0,13.840204146163925
1912,Volkswagen Polo GT TSI BSIV,2014,574000,28080,Petrol,Dealer,Automatic,First Owner,0.0,1197.0,103.25,5.0,13.260386417460465
1913,Volkswagen Polo GT TSI BSIV,2014,575000,28100,Petrol,Dealer,Automatic,First Owner,0.0,1197.0,103.25,5.0,13.26212705890841
1914,Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5.0,12.676079399771027
1915,Hyundai Verna Transform SX VTVT,2011,400000,60000,Petrol,Individual,Manual,First Owner,16.2,1599.0,103.2,5.0,12.899222326086994
1916,Hyundai Verna Transform VTVT,2011,380000,80000,Petrol,Individual,Manual,Second Owner,16.2,1599.0,103.2,5.0,12.847929163278053
1917,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,12.73670383776449
1918,Hyundai Verna Xi (Petrol),2006,170000,110000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,12.04355959836804
1919,Hyundai Verna Xi (Petrol),2008,160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,11.982935344196433
1920,Hyundai Verna 1.6 Xi ABS,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5.0,12.04355959836804
1921,Hyundai Verna Xi (Petrol),2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5.0,12.301387370778713
1922,Hyundai Verna 1.6 Xi ABS,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,11.652687407345388
1923,Hyundai Verna 1.6 Xi ABS,2008,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,12.524530013005734
1926,Hyundai Verna Xi (Petrol),2008,260000,120000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,12.468440756144114
1927,Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598.0,103.2,5.0,13.493928313146206
1928,Skoda Rapid 1.6 MPI Active BSIV,2016,395000,50000,Petrol,Individual,Manual,Third Owner,15.41,1598.0,103.2,5.0,12.886643575525625
1929,Volkswagen Vento 1.6 Highline,2014,500000,70000,Petrol,Individual,Manual,Second Owner,15.04,1598.0,103.2,5.0,13.122365377402328
1930,Volkswagen Vento 1.6 Highline,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598.0,103.2,5.0,12.873904582205107
1931,Volkswagen Vento 1.6 Highline,2014,430000,100000,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.2,5.0,12.971542813248437
1932,Skoda Rapid 1.6 MPI AT Ambition BSIV,2019,835000,10000,Petrol,Individual,Automatic,First Owner,14.84,1598.0,103.2,5.0,13.635188201437066
1933,Maruti SX4 ZXI MT BSIV,2013,295000,60000,Petrol,Individual,Manual,Third Owner,16.51,1586.0,103.2,5.0,12.59473402514672
1934,Maruti SX4 ZXI AT Leather,2010,350000,30000,Petrol,Individual,Automatic,First Owner,12.6,1586.0,103.2,5.0,12.765691290604371
1935,Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498.0,103.2,5.0,12.926350926565435
1937,Volkswagen Vento 1.5 TDI Highline,2014,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,5.0,13.244582780038517
1938,Volkswagen Vento 1.5 TDI Comfortline,2015,515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,13.151924121391561
1939,Volkswagen Vento 1.5 TDI Highline,2015,550000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,13.217675375388819
1940,Maruti XL6 Alpha,2019,1040000,1620,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,13.854732232655556
1941,Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,13.815511557963774
1943,Maruti Ertiga ZXI Plus Petrol,2018,900000,25000,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7.0,13.710151153416941
1944,Maruti Ertiga VXI Petrol,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7.0,13.45883704259595
1945,Nissan Terrano XL,2015,700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,5.0,13.45883704259595
1946,Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,Petrol,Individual,Manual,Second Owner,12.9,1598.0,102.5,5.0,12.429220196836383
1947,Chevrolet Optra Magnum 1.6 LT Petrol,2010,225000,60000,Petrol,Individual,Manual,Second Owner,12.9,1598.0,102.5,5.0,12.323860125621126
1948,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,13.081543466215237
1949,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,12.90917263218775
1950,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,12.691583538230217
1951,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,12.429220196836383
1952,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,13.25339339419516
1953,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,170000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,13.237477967034438
1954,Toyota Innova 2.5 E Diesel MS 8-seater,2008,290000,126000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,12.577639650232573
1955,Toyota Innova 2.5 G4 Diesel 7-seater,2009,395000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,7.0,12.886643575525625
1956,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,330000,193623,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,12.706850963741102
1957,Toyota Innova 2.5 VX 8 STR,2012,1100000,151000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13.910821646859095
1958,Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,13.592368256649284
1959,Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,13.347107247525049
1960,Toyota Innova 2.5 GX 8 STR,2010,550000,216000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13.217675375388819
1961,Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,13.574713343675166
1962,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,900000,110000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13.710151153416941
1963,Toyota Innova 2.5 V Diesel 7-seater,2010,450000,334000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,13.017005083966255
1964,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,550000,168000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,13.217675375388819
1965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,650000,375000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13.384729180332174
1966,Toyota Innova 2.5 VX 7 STR,2012,725000,159000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,13.493928313146206
1967,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,13.45883704259595
1968,Toyota Innova 2.5 V Diesel 8-seater,2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,12.959846800844963
1969,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13.527829818844937
1970,Toyota Innova 2.5 G2,2005,245000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,12.409017571151187
1971,Toyota Innova 2.5 VX 8 STR,2012,960000,153000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13.774689605110144
1972,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,465000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,13.049794835104816
1973,Toyota Innova 2.5 V Diesel 7-seater,2007,600000,260000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,7.0,13.304686600863562
1974,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,370000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,12.821260987319457
1975,Toyota Innova 2.5 E Diesel MS 7-seater,2010,451999,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,13.021437458814368
1976,Toyota Innova 2.5 G4 Diesel 8-seater,2010,450000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,13.017005083966255
1977,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,12.644330802262578
